年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,確定着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,馬体重,馬体重増減,調教師,所属,父馬名,母馬名,母の父馬名,毛色,生年月日
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ビヨンドザドリーム,1,牡,3,西村淳也,56,,3,0.2,1,4.2,1.50.5,9,6,5,4,先行,35.6,1,422,,中内田充,栗,ドリームジャーニー,ワーキングプライド,ハービンジャー,黒鹿,20200203
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,オーロラバローズ,2,牝,3,菱田裕二,54,,10,1.4,8,19.2,1.51.7,2,3,4,4,先行,36.9,12,442,,長谷川浩,栗,バゴ,ニエロ,ステイゴールド,青鹿,20200311
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ジャージー,3,牡,3,勝浦正樹,56,,15,3.7,16,128.7,1.54.0,16,16,14,14,後方,37.6,15,546,,森田直行,栗,ヴィクトワールピサ,カノン,フォーティナイナーズサン,栗毛,20200422
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ナムララジベラ,4,牝,3,高倉稜,54,,5,0.7,4,7.4,1.51.0,5,5,5,6,中団,36,4,454,,杉山晴紀,栗,リアルスティール,パンカティリオ,Kingmambo,鹿毛,20200304
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ルクスシャロン,5,牝,3,藤岡佑介,54,,11,1.6,3,6.5,1.51.9,10,10,10,10,中団,36.2,6,454,,四位洋文,栗,ルーラーシップ,スマートモニカ,ファルブラヴ,黒鹿,20200323
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,トプシー,6,牝,3,富田暁,54,,9,1.2,7,15.7,1.51.5,5,6,8,8,中団,36.2,6,404,,吉田直弘,栗,ラブリーデイ,フライングレディ,ディープインパクト,黒鹿,20200201
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,テイエムユキフブキ,7,牝,3,浜中俊,54,,12,2.4,11,25.9,1.52.7,12,12,13,12,後方,36.5,11,470,,鈴木孝志,栗,ワールドエース,グローバルフェイム,クロフネ,芦毛,20200506
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,デルマスソバライ,8,牝,3,鷲頭虎太,51,,7,1.1,13,44.6,1.51.4,10,10,10,10,中団,35.7,2,446,,千田輝彦,栗,ヴィクトワールピサ,デルマスピリタス,ノヴェリスト,栗毛,20200311
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,アイビーデゼル,9,牝,3,松本大輝,53,,13,2.9,15,82.7,1.53.2,14,13,12,12,後方,37.2,13,430,,吉村圭司,栗,デクラレーションオブウォー,ヴァバーウエン,Kitten's Joy,鹿毛,20200401
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ベレザニーニャ,10,牝,3,小崎綾也,54,,1,-0.2,9,21,1.50.3,2,2,2,2,先行,35.8,3,458,,小崎憲,栗,アメリカンペイトリオット,シウダニーニャ,Leroidesanimaux,鹿毛,20200229
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,コントロッロ,11,牡,3,古川吉洋,56,,14,3.6,14,69.1,1.53.9,14,15,14,14,後方,37.5,14,542,,松永昌博,栗,ルーラーシップ,プリンセスペスカ,チーフベアハート,鹿毛,20200306
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,タイセイリリック,12,牝,3,北村友一,54,,8,1.2,12,32,1.51.5,8,9,8,8,中団,36.1,5,422,,小林真也,栗,ハーツクライ,シュウギン,スウェプトオーヴァーボード,鹿毛,20200418
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ラミュロス,13,牝,3,永島まな,50,,16,3.9,10,21.9,1.54.2,12,13,14,16,後方,37.8,16,388,,角田晃一,栗,ハービンジャー,レッドラミア,ディープインパクト,鹿毛,20200321
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,タイキウルトラ,14,牡,3,藤岡康太,56,,6,1,5,12.4,1.51.3,5,6,7,7,中団,36.2,6,464,,橋田満,栗,デクラレーションオブウォー,スノーサミット,アドマイヤムーン,鹿毛,20200322
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ガーランドスタイル,15,牡,3,吉田隼人,56,,4,0.6,2,4.2,1.50.9,4,3,3,3,先行,36.2,6,446,,橋口慎介,栗,サトノダイヤモンド,プラチナブロンド,ジャングルポケット,鹿毛,20200426
23,1,22,5,小倉,新馬,芝,1800,良,曇,16,ウマピョイ,16,牝,3,角田大和,53,,2,0.2,6,13.3,1.50.5,1,1,1,1,逃げ,36.2,6,440,,角田晃一,栗,ゴールドアクター,サニツ,ロードカナロア,鹿毛,20200205
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,エイユーマックス,1,牡,3,西村淳也,56,,16,1.5,8,13.7,1.10.7,0,0,9,12,中団,36.6,14,478,4,岡田稲男,栗,サトノアラジン,スカーレットダイヤ,ブライアンズタイム,青鹿,20200306
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,トーホウビエント,2,牝,3,菱田裕二,54,,14,1.3,3,6.6,1.10.5,0,0,6,6,中団,36.8,16,442,-2,高橋亮,栗,ロードカナロア,トーホウアマポーラ,フジキセキ,鹿毛,20200220
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,カシノインディード,3,牡,3,北村友一,56,,5,0.3,13,49.2,1.09.5,0,0,12,12,中団,35.2,2,454,2,牧田和弥,栗,リアルインパクト,ボラボラ,ジャングルポケット,鹿毛,20200329
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,タツダイヤモンド,4,牡,3,藤岡康太,56,,4,0.3,2,4.6,1.09.5,0,0,1,1,逃げ,36.5,13,484,16,鮫島一歩,栗,サトノダイヤモンド,オリオンザブラック,サクラプレジデント,鹿毛,20200413
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,トーホウランボ,5,牝,3,富田暁,54,,15,1.3,9,17.3,1.10.5,0,0,15,15,後方,35.9,12,416,-12,川村禎彦,栗,ダンカーク,トーホウシンバル,ステイゴールド,黒鹿,20200226
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,ピースフルナイト,6,牝,3,吉田隼人,54,,2,0.2,4,8.8,1.09.4,0,0,5,5,差し,35.8,10,392,-6,高野友和,栗,ファインニードル,フロレンティナ,クロフネ,鹿毛,20200311
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,ゴコウサス,7,牡,3,浜中俊,56,,6,0.4,1,4.2,1.09.6,0,0,12,10,中団,35.3,4,458,6,笹田和秀,栗,ラブリーデイ,ティンクルチャーミ,スウェプトオーヴァーボード,黒鹿,20200418
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,テセラフィリア,8,牝,3,鷲頭虎太,51,B,17,1.5,18,378.4,1.10.7,0,0,17,17,後方,35.6,6,426,6,高橋義忠,栗,リアルスティール,テセラレフィナード,ファルブラヴ,鹿毛,20200327
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,アナザームーン,9,牡,3,佐々木大,53,,10,0.6,15,107.8,1.09.8,0,0,15,15,後方,35.1,1,462,4,水野貴広,美,トーセンラー,ムーンライトソナタ,サクラバクシンオー,黒鹿,20200426
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,カミーロ,10,牡,3,松本大輝,55,,1,-0.2,10,19.6,1.09.2,0,0,9,6,差し,35.2,2,486,20,石橋守,栗,リオンディーズ,ノースキャット,ディープスカイ,青鹿,20200406
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,メイショウタイジュ,11,牡,3,田中健,56,,8,0.5,11,34,1.09.7,0,0,9,10,中団,35.6,6,434,-4,南井克巳,栗,マクフィ,メイショウアキシノ,デュランダル,栗毛,20200411
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,アスキーアート,12,牝,3,原田和真,54,,3,0.2,17,217.2,1.09.4,0,0,6,6,差し,35.7,8,406,-14,小野次郎,美,ダノンレジェンド,アールデコ,タイキシャトル,黒鹿,20200509
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,ハナサキポプラ,13,牝,3,長岡禎仁,54,B,12,0.9,14,49.2,1.10.1,0,0,3,3,先行,36.8,16,430,-4,杉山佳明,栗,ガルボ,アドリアーネ,アグネスデジタル,鹿毛,20200422
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,サトノラピス,14,牝,3,今村聖奈,51,,18,1.8,12,46.9,1.11.0,0,0,18,18,後方,35.7,8,444,-4,須貝尚介,栗,サトノクラウン,サトノルーリー,ディープインパクト,鹿毛,20200115
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,ウィルオブラガー,15,牡,3,大久保友,53,,11,0.8,7,13.6,1.10.0,0,0,2,2,先行,36.9,18,496,4,清水久詞,栗,ファインニードル,シエルクレール,ダイワメジャー,黒鹿,20200506
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,ヨドノルーキー,16,牡,3,藤岡佑介,56,,9,0.5,16,188.7,1.09.7,0,0,8,9,中団,35.8,10,392,2,飯田雄三,栗,トーセンラー,サフランカーネギー,カーネギー,鹿毛,20200414
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,シンリンゲンカイ,17,牝,3,角田大和,53,,13,0.9,6,13.6,1.10.1,0,0,4,3,先行,36.7,15,454,2,石栗龍彦,美,ロージズインメイ,クロスオーバー,サウスヴィグラス,鹿毛,20200415
23,1,22,6,小倉,未勝利,芝,1200,良,曇,18,モノセーラス,18,牝,3,永島まな,50,,7,0.5,5,10.1,1.09.7,0,0,12,14,後方,35.3,4,396,-8,中村直也,栗,ビッグアーサー,グローリアスローズ,ロックオブジブラルタル,栗毛,20200316
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,アスターブジエ,1,牡,3,西村淳也,56,,3,0.2,2,4,2.03.9,8,8,3,2,ﾏｸﾘ,36.2,4,452,-10,中竹和也,栗,オルフェーヴル,レッドカーラ,マンハッタンカフェ,栗毛,20200405
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,メイショウタクボク,2,牡,3,角田大和,55,,6,0.8,7,26.4,2.04.5,5,6,8,7,後方,36,2,480,-2,高橋亮,栗,モーリス,フォースデラネイチャー,Scat Daddy,青鹿,20200425
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,プロヴァーブ,3,牝,3,藤岡佑介,54,,5,0.6,5,11.4,2.04.3,2,2,2,2,先行,36.9,6,416,-8,佐々木晶,栗,ハービンジャー,デビュタント,ディープインパクト,鹿毛,20200501
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,ブレイヴロッカー,4,牡,3,藤岡康太,56,,1,-0.2,3,4.2,2.03.7,5,3,5,4,先行,35.9,1,452,-2,本田優,栗,ドゥラメンテ,シティイメージ,Elusive City,芦毛,20200429
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,シェアザグローリー,5,牡,3,北村友一,56,,4,0.4,1,2.6,2.04.1,5,6,6,4,先行,36,2,538,-2,梅田智之,栗,エピファネイア,シェアザストーリー,コマンダーインチーフ,黒鹿,20200430
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,アプレイザー,6,牡,3,菱田裕二,56,,8,4.1,8,153.3,2.07.8,2,3,7,8,後方,39.4,8,420,2,森田直行,栗,オルフェーヴル,アンティックドール,Fusaichi Pegasus,鹿毛,20200511
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,ドゥワー,7,牝,3,丹内祐次,54,,7,1.3,6,12.7,2.05.0,4,5,3,4,先行,37.3,7,444,4,小笠倫弘,美,ゴールドシップ,シーギリヤガール,スターリングローズ,芦毛,20200330
23,1,22,7,小倉,未勝利,芝,2000,良,曇,8,ラバタンシン,8,牡,3,今村聖奈,53,,2,0.2,4,5.5,2.03.9,1,1,1,1,逃げ,36.7,5,490,2,寺島良,栗,エピファネイア,ダンスアミーガ,サクラバクシンオー,黒鹿,20200302
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,テイエムシップ,1,牡,4,国分優作,57,,8,0.9,7,16,1.46.6,9,8,13,12,後方,37.1,6,518,0,飯田雄三,栗,ルーラーシップ,ビッグスマイル,タニノギムレット,黒鹿,20190408
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,ブレイヴルーラー,2,牡,4,水口優也,57,B,10,1.6,16,208.1,1.47.3,14,14,16,16,後方,37.5,9,504,0,藤沢則雄,栗,ホッコータルマエ,ポッドルージュ,フレンチデピュティ,鹿毛,20190326
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,ブラックワンダー,3,セ,7,土田真翔,55,,9,1.1,14,108,1.46.8,12,11,13,12,後方,37.3,7,454,-6,尾形和幸,美,ネオユニヴァース,フィルハーマジック,シンボリクリスエス,青鹿,20160221
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,サノラキ,4,牡,4,永島まな,53,,12,1.9,10,41.5,1.47.6,13,13,11,14,後方,38.2,13,486,-8,中舘英二,美,ゴールドシップ,コーラルビュー,キングヘイロー,鹿毛,20190507
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,バンクロール,5,牡,4,田中健,57,B,15,2.1,9,36,1.47.8,14,14,3,7,中団,38.9,15,458,-4,田中克典,栗,ディーマジェスティ,トパーズトウショウ,フレンチデピュティ,鹿毛,20190313
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,エルザストラウム,6,牝,4,今村聖奈,52,B,5,0.3,3,5.4,1.46.0,1,1,1,1,逃げ,37.4,8,462,14,武幸四郎,栗,ローエングリン,オメガセニョリーナ,アグネスタキオン,栗毛,20190415
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,ガラパゴス,7,牡,4,藤岡康太,57,,3,0.1,1,3.5,1.45.8,5,5,8,4,先行,36.6,2,494,0,野中賢二,栗,ミッキーアイル,トウカイファイン,フレンチデピュティ,栗毛,20190527
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,グローバルブラッド,8,牡,4,角田大和,56,,4,0.1,4,6,1.45.8,3,3,3,2,先行,36.9,4,486,-8,藤岡健一,栗,ロードカナロア,ウッドランドドリーム,Charnwood Forest,青鹿,20190306
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,シルバーブレッド,9,牡,4,菱田裕二,57,,2,0,6,15.3,1.45.7,9,9,10,9,差し,36.4,1,422,-2,石坂公一,栗,シルバーステート,アルテーロ,ハービンジャー,鹿毛,20190122
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,サトノスライヴ,10,牡,6,亀田温心,57,B,1,0,5,7.5,1.45.7,5,7,7,4,先行,36.6,2,524,4,南井克巳,栗,ルーラーシップ,サトノフラリッシュ,エンパイアメーカー,黒鹿,20170410
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,ディーエスボンバー,11,牡,5,古川吉洋,58,B,7,0.8,11,52.7,1.46.5,2,2,2,2,先行,37.8,10,502,-8,岡田稲男,栗,キンシャサノキセキ,マロトウショウ,ワイルドラッシュ,黒鹿,20180327
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,エイシンティップス,12,牡,5,大久保友,55,,14,1.9,8,23,1.47.6,3,3,3,4,先行,38.8,14,478,-4,大久保龍,栗,トーセンジョーダン,エーシンエムディー,キングカメハメハ,黒鹿,20180228
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,セイウンガレオン,13,牡,4,勝浦正樹,57,,13,1.9,13,66.8,1.47.6,16,16,15,14,後方,38,11,540,14,奥平雅士,美,ドゥラメンテ,フィールグリュック,ストラヴィンスキー,黒鹿,20190508
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,サトミノマロン,14,牡,4,丹内祐次,57,,6,0.4,2,5.2,1.46.1,8,9,8,9,中団,36.9,4,530,4,鈴木伸尋,美,ディープブリランテ,プレシャスライン,キングカメハメハ,栗毛,20190222
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,ブールタング,15,セ,5,小崎綾也,58,,16,2.2,12,63.4,1.47.9,5,5,3,7,中団,39.1,16,518,8,小崎憲,栗,ダイワメジャー,ガラッシアファータ,Distorted Humor,青鹿,20180224
23,1,22,8,小倉,１勝ｸﾗｽ,ダ,1700,稍,曇,16,チャールストン,16,セ,4,原田和真,57,,11,1.7,15,119.2,1.47.4,11,11,11,9,中団,38,11,480,-37,小桧山悟,美,カレンブラックヒル,メイショウデンコー,ジェイドロバリー,黒鹿,20190506
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ユキヤナギ,1,牝,4,的場勇人,56,,6,0.5,12,117.5,1.09.3,0,0,11,12,後方,34.6,2,446,6,的場均,美,パドトロワ,エーピーモモ,ダンスインザダーク,鹿毛,20190221
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ビップシュプリーム,2,牝,4,松若風馬,56,,1,-0.2,8,20.4,1.08.8,0,0,11,11,追込,34.2,1,508,-2,松下武士,栗,サトノアラジン,シーカーマ,Exchange Rate,鹿毛,20190405
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,テセウス,3,牡,5,長岡禎仁,58,,9,0.8,11,42.6,1.09.6,0,0,4,4,先行,35.9,9,462,8,奥平雅士,美,ダノンレジェンド,テルミドール,アドマイヤマックス,青鹿,20180328
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ラナキラ,4,牝,5,藤岡佑介,56,,5,0.4,3,6.2,1.09.2,0,0,4,4,先行,35.4,6,452,2,尾関知人,美,ロードカナロア,ラベ,ダンスインザダーク,鹿毛,20180429
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,テンジュイン,5,牝,6,藤岡康太,56,,11,1.2,6,14.3,1.10.0,0,0,4,4,先行,36.2,10,456,0,千田輝彦,栗,ジョーカプチーノ,キクノセンヒメ,キングヘイロー,鹿毛,20170416
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ショウナンナウシカ,6,牝,4,浜中俊,56,,10,1.1,9,23.3,1.09.9,0,0,2,2,先行,36.4,11,464,6,大竹正博,美,ショウナンカンプ,ショウナンマライア,クロフネ,鹿毛,20190320
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,クランシリーニー,7,牝,4,菱田裕二,56,,8,0.5,4,7.8,1.09.3,0,0,8,8,中団,35.1,4,496,0,新谷功一,栗,アメリカンペイトリオット,ビクトリーチャンス,ステイゴールド,黒鹿,20190307
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ロックユアハート,8,牝,4,小崎綾也,56,,12,1.3,10,24.1,1.10.1,0,0,1,1,逃げ,36.7,12,454,0,矢作芳人,栗,ロードカナロア,ロックマイハート,Sholokhov,鹿毛,20190408
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ナバロン,9,牡,4,吉田隼人,58,B,4,0.4,2,4.2,1.09.2,0,0,4,4,先行,35.5,7,494,-2,杉山佳明,栗,ブラックタイド,シシャモチャン,サクラバクシンオー,鹿毛,20190425
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ショウナンアメリア,10,牝,4,西村淳也,56,,7,0.5,7,14.9,1.09.3,0,0,8,8,中団,35.1,4,464,6,奥村武,美,ロードカナロア,ランスタン,ダイワメジャー,黒鹿,20190201
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,ダレモトメラレナイ,11,牝,4,丹内祐次,56,,2,0.2,1,2.8,1.09.0,0,0,2,2,先行,35.5,7,476,-4,竹内正洋,美,ストロングリターン,ネーラペルレ,キングカメハメハ,鹿毛,20190407
23,1,22,9,小倉,八幡特別･1勝,芝,1200,良,小雨,12,サミュエル,12,牝,4,勝浦正樹,56,,3,0.3,5,13.9,1.09.1,0,0,10,8,差し,34.8,3,460,-10,菊沢隆徳,美,スクリーンヒーロー,ヴェルテュ,ファスリエフ,栗毛,20190325
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,サトノシャローム,1,牡,6,藤岡康太,58,,4,0.4,5,13.7,2.42.0,1,1,3,2,逃げ,35.8,8,506,-8,池江泰寿,栗,ロードカナロア,シャムロッカー,O'Reilly,鹿毛,20170207
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,シーグラス,2,牝,4,丹内祐次,55,,3,0.4,4,7.9,2.42.0,13,13,1,1,ﾏｸﾘ,36,9,426,-8,武藤善則,美,ゴールドシップ,マイネプレセア,マイネルラヴ,鹿毛,20190426
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,ミステリーウェイ,3,セ,5,吉田隼人,58,B,2,0.3,3,7.5,2.41.9,8,8,9,5,差し,35.1,3,494,-4,小林真也,栗,ジャスタウェイ,ジプシーハイウェイ,High Chaparral,黒鹿,20180312
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,サンデージャック,4,牡,5,勝浦正樹,58,,12,1.1,11,52.4,2.42.7,10,10,12,11,後方,35.6,5,478,2,宮本博,栗,ダイワメジャー,ホットチャチャ,Cactus Ridge,青鹿,20180416
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,ハーツオブシャカ,5,牡,5,北村友一,58,,9,0.8,8,30.1,2.42.4,2,2,3,4,先行,36.2,11,470,-6,鮫島一歩,栗,ハーツクライ,ハワイアンローズ,キングカメハメハ,鹿毛,20180224
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,ジャンカズマ,6,牡,5,野中悠太,58,B,8,0.6,9,36.3,2.42.2,4,4,6,5,中団,35.7,6,480,4,安田翔伍,栗,ハービンジャー,モンローブロンド,アドマイヤベガ,鹿毛,20180425
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,スカイテラス,7,牡,6,富田暁,58,B,13,1.2,12,91.8,2.42.8,6,7,9,11,後方,36,9,506,4,和田正一,美,キズナ,ライステラス,ソングオブウインド,黒鹿,20170411
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,ブローザホーン,8,牡,4,西村淳也,57,,5,0.4,6,14,2.42.0,4,4,6,10,後方,35.4,4,428,0,中野栄治,美,エピファネイア,オートクレール,デュランダル,鹿毛,20190510
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,マイネルメサイア,9,牡,4,丸山元気,57,,10,0.8,7,23.1,2.42.4,6,6,2,2,先行,36.3,13,486,4,水野貴広,美,ゴールドシップ,マイネソルシエール,ロージズインメイ,芦毛,20190408
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,ウインミニヨン,10,牝,5,松若風馬,56,,11,1,13,112.1,2.42.6,3,3,5,5,中団,36.2,11,424,0,長谷川浩,栗,ダノンシャンティ,ヒカルラブリーアイ,ブライアンズタイム,栗毛,20180313
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,シホノスペランツァ,11,牡,4,浜中俊,57,,7,0.6,1,1.8,2.42.2,8,8,6,5,中団,35.7,6,490,12,寺島良,栗,ブラックタイド,メジロスプレンダー,シンボリクリスエス,青鹿,20190419
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,メイショウブレゲ,12,牡,4,今村聖奈,57,,1,-0.3,2,6.5,2.41.6,10,10,9,5,差し,34.7,1,464,0,本田優,栗,ゴールドシップ,メイショウスイヅキ,パイロ,栗毛,20190430
23,1,22,10,小倉,海の中道･2勝,芝,2600,良,小雨,13,アルバーシャ,13,牡,5,菱田裕二,58,,6,0.5,10,40.8,2.42.1,12,12,12,11,後方,34.9,2,510,12,岡田稲男,栗,アドマイヤムーン,ポップアイコン,ダイワメジャー,栗毛,20180303
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,モズマゾク,1,牡,5,丹内祐次,56,B,7,0.7,7,12.7,1.44.5,10,10,13,11,後方,36.5,3,486,-4,南井克巳,栗,グランプリボス,モズアリュール,ゴールドアリュール,青毛,20180304
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,コパノニコルソン,2,牡,4,藤岡康太,56,,3,0.3,1,3.7,1.44.1,12,12,9,8,差し,36.5,3,520,-2,宮徹,栗,コパノリッキー,ソフィアルージュ,クロフネ,栗毛,20190316
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,オレンジペコ,3,牝,6,古川吉洋,53,B,15,1.6,10,31.9,1.45.4,4,4,4,5,中団,38.1,16,484,0,武英智,栗,マジェスティックウォリアー,ココモオレンジ,キングカメハメハ,栗毛,20170308
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,レガーメペスカ,4,牡,6,北村友一,56,,6,0.7,8,14.9,1.44.5,2,2,2,2,先行,37.4,12,498,-18,松永昌博,栗,キズナ,プリンセスペスカ,チーフベアハート,黒鹿,20170320
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,テイエムマグマ,5,牡,5,高倉稜,56,B,5,0.5,5,9.9,1.44.3,9,8,6,8,中団,36.8,7,498,-10,杉山晴紀,栗,メイショウボーラー,エーシンピュリティ,アグネスタキオン,鹿毛,20180308
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,モズピンポン,6,牡,6,勝浦正樹,55,,11,1,12,55.3,1.44.8,4,4,6,5,中団,37.4,12,518,-8,矢作芳人,栗,グランプリボス,グランプリエンゼル,アグネスデジタル,栗毛,20170504
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,ゴールドティア,7,牝,6,富田暁,54,B,11,1,11,40.5,1.44.8,14,14,16,16,後方,36.5,3,476,-6,池添学,栗,キングカメハメハ,ヒストリックスター,ファルブラヴ,鹿毛,20170327
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,ラボエーム,8,牝,6,国分優作,54,,4,0.3,9,20.2,1.44.1,7,8,9,8,差し,36.4,2,444,-4,大根田裕,栗,フサイチセブン,サマーティアラ,マンハッタンカフェ,青鹿,20170312
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,ラヴィータエベラ,9,牡,6,西村淳也,56,,1,0,4,7.7,1.43.8,1,1,1,1,逃げ,36.8,7,510,6,田中克典,栗,タートルボウル,フェリーチェレガロ,マンハッタンカフェ,黒鹿,20170429
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,ロードインファイト,10,牡,6,吉田隼人,56,B,14,1.2,6,12.6,1.45.0,3,2,2,3,先行,37.9,15,462,10,野中賢二,栗,キンシャサノキセキ,パルテノン,キングカメハメハ,黒鹿,20170326
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,サトノロイヤル,11,牡,5,浜中俊,57,B,2,0,2,4.3,1.43.8,6,6,6,7,差し,36.3,1,500,-8,南井克巳,栗,ヘニーヒューズ,カネトシキフジン,キングカメハメハ,鹿毛,20180214
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,ペガサス,12,牡,7,角田大和,55,,9,0.9,13,66,1.44.7,12,12,9,11,後方,37,9,460,4,大久保龍,栗,キモンノカシワ,ベルモントアイリス,アジュディケーティング,青鹿,20160310
23,1,22,11,小倉,豊前ＳＨ･3勝,ダ,1700,稍,小雨,16,リノキアナ,13,牝,6,菱田裕二,53,,16,1.7,16,178.5,1.45.5,15,15,13,14,後方,37.6,14,438,-4,谷潔,栗,エピファネイア,カスタラナ,Key of Luck,鹿毛,20170216
