年,月,日,レース番号,場所,略レース名,トラック,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,確定着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,父馬名,生年月日
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,ゴイゴイスー,4,牡,8,川須栄彦,58,,13,0.6,13,133.2,1.12.5,0,0,12,12,後方,35.7,5,ホッコータルマエ,20180412
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,ハピアーザンエバー,5,牡,5,森田誠也,55,,11,0.6,14,311.8,1.12.5,0,0,13,13,後方,35.4,2,リオンディーズ,20210311
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,ショウナンラリー,6,牡,4,池添謙一,58,,15,1.4,10,66.9,1.13.3,0,0,2,2,先行,37.4,15,ナダル,20220412
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,アストラカ,7,セ,5,高杉吏麒,58,B,8,0.4,8,46.6,1.12.3,0,0,14,14,後方,35,1,ドレフォン,20210313
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,ピコニ,8,牡,5,酒井学,58,,9,0.5,12,73.8,1.12.4,0,0,7,6,中団,36.2,11,シニスターミニスター,20210305
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,フェンダー,9,牡,5,鮫島克駿,58,B,6,0.2,5,11.4,1.12.1,0,0,8,6,中団,35.8,7,モーリス,20210123
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,ライトニングゼウス,10,牡,5,川田将雅,58,,1,-0.1,1,2.3,1.11.9,0,0,4,6,差し,35.8,7,ダンカーク,20210329
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,テラステラ,11,牡,6,団野大成,58,,7,0.3,11,66.9,1.12.2,0,0,10,10,中団,35.7,5,モーリス,20200224
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,ラヴァグロウ,12,牝,6,秋山稔樹,56,,14,0.9,15,338.1,1.12.8,0,0,14,15,後方,35.4,2,ホッコータルマエ,20200509
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,フェデラー,13,牡,4,太宰啓介,58,,2,0.1,3,6.5,1.12.0,0,0,10,10,差し,35.5,4,ナダル,20220303
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,インディゴアスール,14,牡,4,松山弘平,58,,4,0.2,4,8,1.12.1,0,0,3,4,先行,36.1,10,リオンディーズ,20220411
26,5,16,12,京都,２勝ｸﾗｽ,ダ,1200,良,晴,15,メイショウドライブ,15,牝,4,田口貫太,56,,3,0.1,6,25.1,1.12.0,0,0,1,1,逃げ,36.3,13,フォーウィールドライブ,20220325
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ミリオンアップ,1,牝,3,田山旺佑,53,,4,0.3,6,15,1.55.3,3,3,4,4,先行,38.6,4,オルフェーヴル,20230226
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ファントムグレース,2,牝,3,太宰啓介,55,,8,1.1,10,125.8,1.56.1,11,11,11,12,後方,38.8,5,サトノダイヤモンド,20230201
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,マカロンブルー,3,牝,3,高杉吏麒,55,,7,1,1,3.6,1.56.0,1,1,2,2,逃げ,39.6,10,シニスターミニスター,20230318
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ワイルドカグラ,4,牝,3,高倉稜,55,B,10,1.2,8,36.8,1.56.2,2,2,1,1,逃げ,39.7,12,シニスターミニスター,20230319
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ボッチョ,5,牝,3,森田誠也,52,,12,1.4,9,69.5,1.56.4,14,14,14,12,後方,38.8,5,オルフェーヴル,20230223
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,クレスコフェーヴ,6,牝,3,中井裕二,55,,5,0.9,12,255.5,1.55.9,5,5,8,7,中団,39,8,オルフェーヴル,20230516
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,エルヴ,7,牝,3,川端海翼,52,,13,3,13,257.1,1.58.0,5,5,4,4,先行,41.3,14,ミスチヴィアスアレックス,20230524
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ルージュエピック,8,牝,3,菱田裕二,55,,3,0.2,2,3.6,1.55.2,7,7,10,10,差し,38,1,クリソベリル,20230326
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ペプチドプラタ,9,牝,3,吉村誠之,55,,6,1,11,155,1.56.0,9,9,11,10,中団,38.8,5,ブリックスアンドモルタル,20230326
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,シエーナカラー,10,牝,3,酒井学,55,,1,0,3,3.9,1.55.0,9,9,8,7,差し,38,1,デクラレーションオブウォー,20230415
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ティアーズクィーン,11,牝,3,田口貫太,55,,11,1.2,7,24.1,1.56.2,11,12,6,7,中団,39.3,9,リアルスティール,20230212
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ルパピヨンブラン,12,牝,3,鮫島克駿,55,,2,0,5,11.4,1.55.0,7,7,6,4,先行,38.1,3,ゴールドドリーム,20230207
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,ノーブルクインダム,13,牝,3,国分恭介,55,,9,1.2,4,5.5,1.56.2,3,3,3,2,先行,39.6,10,ナダル,20230216
26,5,17,1,京都,未勝利・牝,ダ,1800,良,晴,14,サンミスメロディ,14,牝,3,秋山稔樹,55,,14,3.7,14,271.4,1.58.7,11,13,13,12,後方,41.2,13,ミスターメロディ,20230509
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,マクアケ,1,牡,3,鮫島克駿,57,B,5,0.5,4,8.3,1.25.4,0,0,3,6,中団,37.8,4,エスポワールシチー,20230329
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,ジャカルタバオ,2,セ,3,浜中俊,57,,1,-0.3,3,7.2,1.24.9,0,0,13,12,追込,36.1,1,シャンハイボビー,20230508
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,プッシュフォワード,3,牡,3,団野大成,57,,8,1.4,8,33.2,1.26.3,0,0,8,8,中団,38.1,8,サートゥルナーリア,20230222
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,セルリアンライオン,4,牡,3,田口貫太,57,,16,9,10,134.5,1.33.9,0,0,7,8,中団,45.9,16,ダノンプレミアム,20230606
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,ホープレイジング,5,牡,3,藤懸貴志,57,,11,2.2,16,347.8,1.27.1,0,0,15,14,後方,38,6,クリソベリル,20230202
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,ハクアイタワー,6,牡,3,吉村誠之,57,,9,1.4,6,15.6,1.26.3,0,0,8,7,中団,38.2,11,タワーオブロンドン,20230321
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,アライブテーラー,7,牝,3,川端海翼,52,,13,2.5,14,226.7,1.27.4,0,0,10,11,後方,39,14,シニスターミニスター,20230515
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,ブラストビート,8,牡,3,秋山稔樹,57,,7,1.1,15,296.4,1.26.0,0,0,11,8,中団,37.4,2,アメリカンペイトリオット,20230224
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,サトノフレイ,9,牡,3,岩田康誠,57,,3,0.5,2,3.3,1.25.4,0,0,3,3,先行,37.9,5,サートゥルナーリア,20230118
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,モズプリフォール,10,牡,3,菱田裕二,57,B,2,0.3,1,2.5,1.25.2,0,0,6,3,先行,37.4,2,モズアスコット,20230404
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,メイショウトッド,11,牡,3,太宰啓介,57,,15,3.2,12,201.1,1.28.1,0,0,1,1,逃げ,40.9,15,ドレフォン,20230221
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,ラッキーヴォーグ,12,牡,3,佐々木大,57,,4,0.5,5,10.7,1.25.4,0,0,2,2,先行,38.1,8,タリスマニック,20230423
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,サカキ,13,牡,3,荻野琢真,57,,10,1.9,11,147.2,1.26.8,0,0,12,12,後方,38,6,トランセンド,20230325
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,ジェイソンバローズ,14,セ,3,中井裕二,57,,12,2.3,9,40.6,1.27.2,0,0,14,14,後方,38.1,8,アルアイン,20230316
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,イコミキマル,15,牡,3,酒井学,57,,14,2.7,13,210.1,1.27.6,0,0,15,14,後方,38.5,13,イスラボニータ,20230404
26,5,17,2,京都,未勝利,ダ,1400,良,晴,16,ビーアイジーニー,16,牡,3,森田誠也,54,B,6,0.9,7,19.6,1.25.8,0,0,3,3,先行,38.3,12,サトノアラジン,20230310
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,クリコバロー,1,牡,3,酒井学,57,,3,0.5,7,27.9,2.01.7,9,9,8,8,差し,37.8,1,ロジャーバローズ,20230404
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,ラスカルキッド,2,セ,3,田山旺佑,55,,11,4.3,12,197.3,2.05.5,7,7,10,10,後方,40.5,8,American Pharoah,20230317
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,ヒラボクソライア,3,牡,3,角田大和,57,B,1,-0.3,5,9.1,2.01.2,4,4,2,1,先行,39,6,ドレフォン,20230424
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,ウィムーヴ,4,牡,3,岩田康誠,57,,0,----,1,2.2,0.00.0,0,0,0,0,,,0,Curlin,20230210
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,マーゴットショット,5,牡,3,荻野琢真,57,B,10,4.3,9,74.6,2.05.5,5,5,4,4,先行,42.2,11,ダノンスマッシュ,20230213
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,サマーナジュム,6,牡,3,佐々木大,57,B,7,2.6,8,51.8,2.03.8,2,3,4,6,中団,40.4,7,キズナ,20230421
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,マテンロウプリンス,7,牡,3,太宰啓介,57,,8,3.2,6,21.9,2.04.4,2,2,4,6,中団,41,9,リオンリオン,20230228
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,キタノトレボーネ,8,牡,3,中井裕二,57,,2,0.3,3,5.1,2.01.5,5,5,3,3,先行,38.9,4,ゴールドドリーム,20230313
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,アスクハッピーマン,9,牡,3,古川奈穂,55,,6,2.4,2,4,2.03.6,1,1,1,2,逃げ,41.5,10,サートゥルナーリア,20230306
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,ジャストグレース,10,牡,3,国分優作,57,,5,1.3,11,139.1,2.02.5,9,9,9,9,後方,38.3,2,ホッコータルマエ,20230423
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,サトノトリニティ,11,牡,3,高杉吏麒,57,B,9,4.3,4,7.6,2.05.5,11,11,11,11,後方,38.9,4,サトノダイヤモンド,20230227
26,5,17,3,京都,未勝利,ダ,1900,良,晴,12,ロスニーニョス,12,牡,3,秋山稔樹,57,,4,1.2,10,122,2.02.4,8,7,7,5,差し,38.7,3,レイデオロ,20230326
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,ダンツアラーム,1,牝,3,太宰啓介,55,,7,0.5,13,71.9,1.33.9,0,0,8,10,中団,35,6,リアルスティール,20230310
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,バルフルール,2,牝,3,国分優作,55,,12,0.6,8,35.9,1.34.0,0,0,8,10,中団,35.1,9,Saxon Warrior,20230221
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,アロハ,3,牝,3,鮫島克駿,55,,11,0.6,3,5.2,1.34.0,0,0,4,4,先行,35.3,11,エピファネイア,20230518
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,ペプチドブッドレア,4,牝,3,団野大成,55,,1,0,4,5.5,1.33.4,0,0,4,4,先行,34.7,5,イスラボニータ,20230323
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,チアフルドア,5,牝,3,森田誠也,52,,16,2.2,17,443.8,1.35.6,0,0,11,15,後方,36.4,15,グレーターロンドン,20230301
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,グッデイ,6,牝,3,秋山稔樹,55,,5,0.3,12,68.8,1.33.7,0,0,2,2,先行,35.2,10,フィエールマン,20230114
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,ベンティガスエルテ,7,牝,3,浜中俊,55,,0,----,15,174.1,0.00.0,0,0,0,0,,,0,オルフェーヴル,20230302
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,カステッロトゥーレ,8,牝,3,田山旺佑,53,,3,0.2,9,36.1,1.33.6,0,0,11,13,追込,34.5,1,エピファネイア,20230325
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,マスティカーレ,9,牝,3,佐々木大,55,,4,0.3,10,39.4,1.33.7,0,0,1,1,逃げ,35.3,11,ダノンスマッシュ,20230321
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,アスコットダンス,10,牝,3,酒井学,55,,13,1.1,11,41.4,1.34.5,0,0,3,3,先行,35.9,13,モズアスコット,20230411
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,エアヴァイブス,11,牝,3,高杉吏麒,55,,2,0,5,6.4,1.33.4,0,0,6,7,差し,34.6,4,コントレイル,20230209
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,セコンドトゥベスト,12,牝,3,高倉稜,55,,8,0.5,2,4.7,1.33.9,0,0,13,7,中団,35,6,ロードカナロア,20230321
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,ジャミールアイン,13,牝,3,田口貫太,55,,15,2.1,7,33.3,1.35.5,0,0,6,4,先行,36.8,16,ドレフォン,20230408
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,ジリアート,14,牝,3,菱田裕二,55,,14,1.4,14,109.2,1.34.8,0,0,13,7,中団,35.9,13,エピファネイア,20230407
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,ワダツミ,15,牝,3,角田大和,55,,10,0.5,16,267.1,1.33.9,0,0,15,16,後方,34.5,1,セイウンコウセイ,20230516
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,オーロラボレアリス,16,牝,3,Ｍ．デム,55,,6,0.4,6,22,1.33.8,0,0,15,13,後方,34.5,1,コントレイル,20230318
26,5,17,4,京都,未勝利・牝,芝,1600,良,晴,17,フレッチャアズーラ,17,牝,3,吉村誠之,55,,9,0.5,1,3.5,1.33.9,0,0,10,10,中団,35,6,イスラボニータ,20230314
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,アクティブヘイロー,1,牡,3,藤懸貴志,57,,9,0.7,10,117.9,2.01.3,8,8,8,8,後方,34.8,5,アルアイン,20230423
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,ウインラファーガ,2,牡,3,吉村誠之,57,,7,0.4,4,5.6,2.01.0,6,5,6,7,後方,34.7,4,ウインブライト,20230414
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,エンジェルボイス,3,牡,3,佐々木大,57,,1,-0.1,5,6.8,2.00.6,10,10,10,9,追込,33.7,1,キズナ,20230501
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,トンデトンデトンデ,4,牡,3,秋山稔樹,57,,8,0.5,9,96.4,2.01.1,9,9,9,9,後方,34.4,2,キセキ,20230512
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,オンザムービー,5,牡,3,鮫島克駿,57,,4,0.2,1,3.6,2.00.8,2,2,3,3,先行,34.9,6,サンダースノー,20230323
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,ショウナンアワード,6,牡,3,田口貫太,57,,2,0.1,3,4,2.00.7,4,5,6,5,差し,34.5,3,リアルスティール,20230318
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,テイクザスローン,7,牡,3,高倉稜,57,,6,0.4,7,41.9,2.01.0,6,3,2,2,先行,35.3,9,サトノクラウン,20230204
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,グリミスティ,8,牝,3,高杉吏麒,55,,10,1.3,6,14.1,2.01.9,4,5,5,5,中団,35.8,10,アルアイン,20230420
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,ライツェントライゼ,9,牝,3,団野大成,55,,5,0.3,2,3.7,2.00.9,3,3,3,3,先行,35,7,リオンディーズ,20230405
26,5,17,5,京都,未勝利,芝,2000,良,晴,10,ワンダーデリエール,10,牝,3,田山旺佑,53,,3,0.2,8,43.9,2.00.8,1,1,1,1,逃げ,35.2,8,ダノンプレミアム,20230224
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,バケラッタ,1,牡,3,鮫島良太,57,,4,1.1,10,34.9,1.52.9,9,10,12,11,追込,37.3,4,ホッコータルマエ,20230409
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,フクシマブリルハム,2,牡,3,川須栄彦,57,,11,1.9,16,201.8,1.53.7,16,16,16,16,後方,37.1,3,ドレフォン,20230207
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,ディープスリー,3,牡,3,酒井学,57,B,16,3.7,15,162.6,1.55.5,5,5,8,13,後方,40.2,15,Maclean's Music,20230605
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,チェリヴェント,4,牡,3,吉村誠之,57,B,3,0.4,1,3.5,1.52.2,3,3,3,2,先行,37.4,6,コントレイル,20230326
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,トーアエレクトラム,5,牝,3,森田誠也,52,,10,1.8,14,101.5,1.53.6,13,13,13,13,後方,37.8,7,オルフェーヴル,20230403
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,システマソラー,6,牡,3,佐々木大,57,,2,0.2,2,4.2,1.52.0,7,7,8,8,差し,36.7,1,ルヴァンスレーヴ,20230318
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,テスタヴェローチェ,7,牡,3,田山旺佑,55,B,8,1.7,4,7.1,1.53.5,9,10,10,9,中団,38,8,マテラスカイ,20230314
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,ジャイアンバローズ,8,牡,3,高杉吏麒,57,,1,-0.2,6,15,1.51.8,5,5,7,4,先行,36.8,2,クリソベリル,20230215
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,ラブインアクション,9,牝,3,鮫島克駿,55,,6,1.3,7,16,1.53.1,13,13,13,11,後方,37.3,4,Nyquist,20230428
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,アビラーシャ,10,牡,3,浜中俊,57,,13,2,5,14.4,1.53.8,7,7,4,4,先行,38.9,13,アドマイヤマーズ,20230202
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,マイコンチェルト,11,牡,3,Ｍ．デム,57,,15,3.4,9,23,1.55.2,15,15,15,13,後方,39.2,14,サトノダイヤモンド,20230427
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,ベルウッドピース,12,牡,3,角田大和,57,,14,3.3,12,94,1.55.1,9,9,4,4,先行,40.2,15,マジェスティックウォリアー,20230531
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,ジーティーシップ,13,牡,3,国分恭介,57,,12,1.9,13,99.9,1.53.7,12,12,10,10,中団,38.2,10,ルーラーシップ,20230225
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,ロードアマルフィ,14,牡,3,団野大成,57,,5,1.1,3,5.1,1.52.9,3,3,4,7,中団,38,8,ルヴァンスレーヴ,20230217
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,ケンフィールド,15,牡,3,田口貫太,57,,9,1.7,11,40.1,1.53.5,2,2,2,1,先行,38.8,12,タリスマニック,20230506
26,5,17,6,京都,１勝ｸﾗｽ*,ダ,1800,良,晴,16,オオツカ,16,牡,3,菱田裕二,57,,7,1.4,8,17.4,1.53.2,1,1,1,2,逃げ,38.6,11,キタサンブラック,20230325
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,レイデラティエラ,1,牡,4,佐々木大,58,,6,0.7,4,6.3,1.59.6,3,3,4,4,先行,35.5,8,スワーヴリチャード,20220225
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,ヴォラヴィア,2,牡,4,秋山稔樹,58,,12,1.7,8,34.2,2.00.6,2,2,2,2,先行,36.7,12,エイシンフラッシュ,20220407
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,ラブカ,3,牡,5,田山旺佑,56,B,2,0.3,5,6.6,1.59.2,9,9,8,8,差し,34.5,3,リアルスティール,20210503
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,デリュージョン,4,牡,4,浜中俊,58,,8,1,1,3.1,1.59.9,12,12,10,10,後方,34.6,4,レッドベルジュール,20220316
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,ボナペティアスク,5,牝,4,荻野琢真,56,,11,1.4,12,125.6,2.00.3,11,11,12,12,後方,34.4,2,サートゥルナーリア,20220510
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,メイショウアゴナス,6,牡,4,森田誠也,55,,4,0.5,6,13.7,1.59.4,8,8,8,8,差し,34.7,5,スワーヴリチャード,20220312
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,メイショウヒュウガ,7,牡,6,吉村誠之,58,B,10,1.3,11,72.4,2.00.2,3,5,5,4,先行,36.1,11,ダンカーク,20200401
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,ヴェストラン,8,牡,5,太宰啓介,58,B,7,0.9,9,35.3,1.59.8,3,3,2,2,先行,35.9,10,レインボーライン,20210504
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,オーシンエス,9,牡,4,高杉吏麒,58,,3,0.5,3,5.9,1.59.4,7,7,7,7,差し,34.9,7,デクラレーションオブウォー,20220520
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,ビヨンドザドリーム,10,牡,6,国分優作,58,,5,0.5,10,44.8,1.59.4,1,1,1,1,逃げ,35.7,9,ドリームジャーニー,20200203
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,ゴッドヴァレー,11,牡,4,鮫島克駿,58,B,9,1.1,7,19.7,2.00.0,10,10,11,11,後方,34.2,1,アルアイン,20220222
26,5,17,7,京都,１勝ｸﾗｽ,芝,2000,良,晴,12,サミダレナイツ,12,牡,4,酒井学,58,,1,-0.3,2,4.2,1.58.9,6,6,6,4,先行,34.7,5,トーホウジャッカル,20220422
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,フクキタテーラー,1,牝,4,菱田裕二,56,,6,0.8,7,37.7,1.58.7,8,8,8,8,後方,37.1,4,ルヴァンスレーヴ,20220222
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,レッドボブ,2,牡,4,浜中俊,58,B,8,1.1,5,8,1.59.0,4,4,3,3,先行,37.9,8,レッドファルクス,20220404
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,ゴッドエスパーダ,3,牡,4,角田大和,58,,2,0,1,2.8,1.57.9,2,2,2,2,先行,36.9,2,レイデオロ,20220401
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,ソウルアンドジャズ,4,セ,5,川須栄彦,58,,4,0.3,6,11.9,1.58.2,4,4,3,3,先行,37,3,ブリックスアンドモルタル,20210501
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,ヒデノレインボー,5,牡,7,吉村誠之,58,,7,1,8,83.9,1.58.9,6,6,7,6,中団,37.5,7,シニスターミニスター,20190410
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,ワイドクリーガー,6,牡,4,高杉吏麒,58,,5,0.6,3,4,1.58.5,2,2,3,3,先行,37.4,6,サトノクラウン,20220511
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,ジョータルマエ,7,セ,6,鮫島良太,58,B,3,0.2,2,3.8,1.58.1,1,1,1,1,逃げ,37.3,5,ホッコータルマエ,20200213
26,5,17,8,京都,２勝ｸﾗｽ,ダ,1900,良,晴,8,ブルーワール,8,牡,5,田口貫太,58,B,1,0,4,6.7,1.57.9,6,6,6,6,差し,36.5,1,Arrogate,20210306
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,サトノソティラス,1,牡,4,鮫島克駿,58,B,3,0.4,2,5.6,2.22.6,8,8,5,5,差し,34.4,3,サトノダイヤモンド,20220317
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,シュプリンガー,2,セ,7,国分優作,58,B,10,2.8,8,117.2,2.25.0,2,2,3,3,先行,37.2,10,ラブリーデイ,20190313
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,ベイラム,3,牡,4,吉村誠之,58,,1,-0.3,4,7.9,2.22.2,2,2,2,2,先行,34.5,4,サートゥルナーリア,20220413
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,パープルクラウド,4,牡,6,菱田裕二,58,,8,2,9,130.6,2.24.2,6,6,7,7,後方,36,8,ドゥラメンテ,20200316
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,ファーングロット,5,牡,4,高杉吏麒,58,,2,0.3,1,1.5,2.22.5,4,4,4,3,先行,34.5,4,キズナ,20220518
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,アスクデッドヒート,6,牡,4,古川奈穂,58,,5,0.4,3,7.7,2.22.6,7,7,7,9,後方,34.2,1,ルーラーシップ,20220130
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,プレイリードリーム,7,牡,10,太宰啓介,58,,9,2.2,10,183.4,2.24.4,10,10,10,10,後方,35.9,7,ドリームジャーニー,20160330
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,メイショウアイル,8,牡,4,秋山稔樹,58,,4,0.4,5,14.2,2.22.6,9,9,9,7,追込,34.3,2,ミッキーアイル,20220516
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,エルディアブロ,9,牡,8,団野大成,58,,6,0.6,6,29.5,2.22.8,5,5,5,5,中団,34.7,6,キングカメハメハ,20180325
26,5,17,9,京都,白川特別･2勝,芝,2400,良,晴,10,ビップチェイス,10,牡,5,藤懸貴志,58,B,7,1.9,7,36.5,2.24.1,1,1,1,1,逃げ,36.8,9,アルアイン,20210212
26,5,17,10,京都,錦ＳＨ･3勝,芝,1600,良,晴,13,セブンマジシャン,1,牡,6,鮫島克駿,57,B,4,0.2,3,8.4,1.32.8,0,0,4,4,先行,32.9,8,ジャスタウェイ,20200227
26,5,17,10,京都,錦ＳＨ･3勝,芝,1600,良,晴,13,ジェットマグナム,2,牡,4,田口貫太,54,,7,0.2,11,23.1,1.32.8,0,0,2,2,先行,33.3,11,ヘンリーバローズ,20220305
26,5,17,10,京都,錦ＳＨ･3勝,芝,1600,良,晴,13,バレルターン,3,牡,5,国分優作,56,,2,0.1,6,12.6,1.32.7,0,0,9,9,追込,32.5,3,リオンディーズ,20210417
