年,月,日,レース番号,場所,略レース名,芝・ダ,距離,馬場状態,天候,頭数,馬名,馬番,性別,年齢,騎手,斤量,ブリンカー,着順,着差タイム,人気,単勝オッズ,走破タイム,通過順1角,通過順2角,通過順3角,通過順4角,脚質,上がり3Fタイム,上がり3F順位,父馬名,生年月日
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,コスモチプリア,5,牝,3,丹内祐次,54,,8,1.2,4,6.7,1.50.2,3,4,3,2,先行,37.4,10,ゴールドシップ,20200313
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,インペリアルコート,6,牝,3,富田暁,54,,4,0.3,2,4.7,1.49.3,1,1,1,1,逃げ,36.7,7,ダイワメジャー,20200326
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,メグスタス,7,牝,3,北村友一,54,,10,1.6,3,5,1.50.6,9,9,7,8,中団,37.2,9,ドレフォン,20200331
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,パープルダイヤ,8,牝,3,佐々木大,51,,14,3.9,12,97.4,1.52.9,15,15,15,15,後方,37.8,11,ハービンジャー,20200401
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,ハヤブサゲキレア,9,牝,3,丸山元気,54,,11,1.6,9,29.4,1.50.6,2,2,2,2,先行,37.9,12,ジャスタウェイ,20200318
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,ベリーアーリー,10,牝,3,土田真翔,51,,15,4.2,15,226.6,1.53.2,6,6,9,14,後方,39.6,15,フェノーメノ,20200530
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,ミルレーヴ,11,牝,3,永島まな,50,,13,3.4,8,24.3,1.52.4,6,7,10,12,後方,38.7,14,ダノンシャンティ,20200323
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,アルアマル,12,牝,3,野中悠太,54,,7,1.1,5,6.8,1.50.1,11,12,10,10,中団,36.4,6,キズナ,20200419
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,ハクサンビーナス,13,牝,3,今村聖奈,51,,2,0.2,6,9.2,1.49.2,9,11,13,6,差し,35.3,1,ハクサンムーン,20200304
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,コスモアリス,14,牝,3,角田大和,53,B,12,2.5,10,36,1.51.5,3,4,4,10,中団,38.5,13,リアルスティール,20200401
23,1,21,6,小倉,未勝利・牝,芝,1800,稍,晴,15,クレーンロケット,15,牝,3,小林凌大,52,,6,0.7,13,146.9,1.49.7,13,13,14,12,後方,35.7,2,ミッキーロケット,20200418
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,ミアステラ,1,牡,4,国分優作,57,,5,0.6,6,9.3,2.41.7,1,1,1,1,逃げ,35.7,7,ドゥラメンテ,20190303
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,ロックバウンド,2,牡,4,ムルザバ,57,,4,0.6,1,2.9,2.41.7,2,3,5,4,先行,35.4,6,オルフェーヴル,20190315
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,ケンハービンジャー,3,牡,5,永島まな,54,,3,0.2,4,7.3,2.41.3,5,6,6,6,差し,34.8,1,ハービンジャー,20180526
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,ホウオウユニコーン,4,牡,4,団野大成,57,,1,-0.1,2,3.5,2.41.1,4,3,3,2,先行,34.9,2,ゴールドシップ,20190615
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,ルヴェルディ,5,牡,4,丸山元気,57,,2,0.1,3,5.7,2.41.2,2,2,2,2,先行,35.1,3,ディープインパクト,20190313
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,キュンストラー,6,牝,5,丹内祐次,56,,7,1,7,21.9,2.42.1,8,8,8,8,後方,35.2,4,ゴールドシップ,20180328
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,ブリングトゥライフ,7,牝,5,幸英明,56,,6,0.7,5,7.4,2.41.8,5,5,6,6,中団,35.2,4,ハービンジャー,20180215
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,グロー,8,牡,4,富田暁,57,,8,1.5,8,35.3,2.42.6,7,7,3,4,ﾏｸﾘ,36.4,9,エピファネイア,20190519
23,1,21,7,小倉,１勝ｸﾗｽ,芝,2600,稍,晴,9,デリカテス,9,牡,4,難波剛健,57,,9,2.1,9,138.4,2.43.2,8,9,8,9,後方,36.3,8,キズナ,20190224
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,レセダ,1,牝,4,原田和真,55,,15,2.4,15,215.8,1.47.5,6,6,7,12,後方,38.9,14,ドレフォン,20190305
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,ウォーターウキウキ,2,牝,6,幸英明,56,B,2,0,6,10.4,1.45.1,8,8,7,5,差し,36.5,1,パイロ,20170401
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,トレッファー,3,牝,6,泉谷楓真,55,,4,0.6,9,34.9,1.45.7,10,10,11,7,差し,36.8,2,オルフェーヴル,20170313
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,カラーインデックス,4,牝,4,北村友一,55,,3,0.1,4,7.4,1.45.2,11,11,1,1,ﾏｸﾘ,37.4,8,ハービンジャー,20190405
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,ヴィブラフォン,5,牝,4,藤岡康太,55,,1,0,3,5.2,1.45.1,4,4,4,3,先行,36.8,2,ドレフォン,20190129
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,テリオスリノ,6,牝,4,国分優作,55,,6,0.7,12,77.2,1.45.8,6,6,7,7,中団,37.2,7,シルバーステート,20190330
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,マテンロウアイ,7,牝,4,今村聖奈,52,B,12,1.4,1,3.8,1.46.5,15,15,15,15,後方,36.8,2,ヘニーヒューズ,20190214
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,タマモベローナ,8,牝,4,大久保友,52,,9,1.2,10,43.9,1.46.3,1,1,4,7,逃げ,38,11,マジェスティックウォリアー,20190218
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,ミツカネヴィーナス,9,牝,4,永島まな,51,,9,1.2,11,55.4,1.46.3,8,8,10,7,中団,37.6,9,ヘニーヒューズ,20190314
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,カンパニュール,10,牝,4,佐々木大,52,,11,1.2,13,101.2,1.46.3,11,12,14,14,後方,36.9,5,ハーツクライ,20190325
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,グレナデンシロップ,11,牝,4,鷲頭虎太,52,,7,1,14,215.6,1.46.1,14,14,12,11,後方,37,6,キズナ,20190421
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,ブリンク,12,牝,5,ムルザバ,56,,13,2.1,8,16.2,1.47.2,13,13,12,12,後方,38.2,12,エピファネイア,20180510
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,タガノリバイバー,13,牝,5,角田大和,55,,5,0.6,2,4.8,1.45.7,2,2,2,2,先行,37.6,9,マクフィ,20180417
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,レディベル,14,牝,4,団野大成,55,,14,2.2,7,11.8,1.47.3,4,4,4,5,中団,38.9,14,キズナ,20190311
23,1,21,8,小倉,１勝ｸﾗｽ・牝,ダ,1700,稍,晴,15,サクラジェンヌ,15,牝,4,丹内祐次,55,,8,1.2,5,8.4,1.46.3,3,3,2,3,先行,38.2,12,ドレフォン,20190429
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,フォルテース,1,牡,3,北村友一,56,,6,1,4,9.8,1.09.7,0,0,1,1,逃げ,36.3,7,シルバーステート,20200210
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,ダンシングニードル,2,牝,3,団野大成,54,,7,1.2,1,1.7,1.09.9,0,0,2,2,先行,36.3,7,ファインニードル,20200214
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,オーサムサンライズ,3,牝,3,永島まな,54,,8,1.3,5,14.3,1.10.0,0,0,8,8,後方,34.3,1,マクフィ,20200417
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,ニシノトキメキ,4,牝,3,亀田温心,54,,3,0.2,6,17.5,1.08.9,0,0,5,5,差し,34.9,4,リアルスティール,20200123
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,アウクソー,5,牝,3,野中悠太,54,,4,0.3,8,71.5,1.09.0,0,0,6,5,差し,34.7,2,サトノアラジン,20200203
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,タマモブラックタイ,6,牡,3,角田大和,56,,2,0.1,3,8.2,1.08.8,0,0,3,3,先行,35,6,デクラレーションオブウォー,20200420
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,ルーフ,7,牝,3,藤岡康太,54,,1,-0.1,2,3.3,1.08.7,0,0,3,3,先行,34.9,4,ダイワメジャー,20200319
23,1,21,9,小倉,萌黄賞･1勝*,芝,1200,稍,晴,8,ブライトサイン,8,牝,3,幸英明,54,,5,1,7,34.1,1.09.7,0,0,7,7,後方,34.8,3,ハービンジャー,20200229
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,ミッキーセレスタ,1,牡,5,藤岡佑介,58,,5,0.3,7,17.7,2.00.5,1,1,1,1,逃げ,36.8,10,ハーツクライ,20180124
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,セルケト,2,牝,4,団野大成,55,,10,0.8,1,2.5,2.01.0,2,3,3,4,先行,37,11,ディープブリランテ,20190306
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,ビレッジスター,3,セ,4,ムルザバ,57,,11,0.9,2,5.2,2.01.1,2,2,2,2,先行,37.3,13,シルバーステート,20190319
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,バガン,4,牡,5,藤岡康太,58,,2,0.1,4,9.4,2.00.3,4,4,6,6,差し,36.1,4,バゴ,20180222
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,サンズオブタイム,5,牡,5,幸英明,58,,6,0.3,11,39.7,2.00.5,6,6,3,2,先行,36.5,9,ディープブリランテ,20180215
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,メイショウウネビ,6,牡,4,富田暁,57,,4,0.2,3,7.1,2.00.4,6,6,9,8,差し,36,3,メイショウサムソン,20190402
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,ビヨンドザタイム,7,牡,4,原田和真,57,,14,1.8,14,93.5,2.02.0,13,13,14,13,後方,37,11,ダイワメジャー,20190402
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,テーオーソロス,8,牡,5,泉谷楓真,58,,1,-0.1,9,31.4,2.00.2,9,9,8,6,差し,35.9,2,ノヴェリスト,20180504
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,ピエドラアギーラ,9,牡,5,松若風馬,58,,13,1.3,12,61.8,2.01.5,4,4,3,4,先行,37.6,14,Gleneagles,20180220
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,マイネルデステリョ,10,牡,6,丸山元気,58,,8,0.6,8,21.2,2.00.8,9,9,9,8,中団,36.4,8,エイシンフラッシュ,20170502
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,シュホ,11,牝,4,勝浦正樹,55,,12,1,10,32.1,2.01.2,15,15,14,13,後方,36.3,7,スクリーンヒーロー,20190212
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,ウインメイユール,12,牝,5,国分優作,56,,15,2,15,240.1,2.02.2,8,6,6,11,後方,38,15,モーリス,20180201
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,サムハンター,13,牡,5,野中悠太,58,,7,0.4,13,84.6,2.00.6,11,11,11,8,中団,36.1,4,マジェスティックウォリアー,20180425
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,マイネルジャッカル,14,牡,5,丹内祐次,58,,3,0.2,5,9.5,2.00.4,14,14,12,11,追込,35.7,1,トーホウジャッカル,20180412
23,1,21,10,小倉,戸畑特別･1勝,芝,2000,稍,晴,15,グランドゴールド,15,牡,4,小林凌大,57,,9,0.7,6,12.7,2.00.9,12,11,12,13,後方,36.2,6,ジャスタウェイ,20190428
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,リアルシング,1,牡,6,富田暁,58,,5,0.9,12,62.4,1.44.7,10,10,9,7,中団,36.8,5,リアルインパクト,20170405
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,メイクアリープ,2,牡,4,幸英明,57,,1,-0.1,1,2.2,1.43.8,1,1,1,1,逃げ,36.5,2,シニスターミニスター,20190414
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,マジック,3,牡,5,亀田温心,58,,3,0.7,6,12.4,1.44.5,3,4,4,3,先行,36.9,6,キンシャサノキセキ,20180501
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,ウインホノカ,4,牝,7,勝浦正樹,56,,9,1.5,15,157.3,1.45.3,14,14,12,12,後方,37.2,7,フリオーソ,20160318
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,フームスムート,5,牡,6,丹内祐次,58,B,8,1.3,8,16.8,1.45.1,13,13,4,3,ﾏｸﾘ,37.4,8,トゥザグローリー,20170216
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,メイショウジブリ,6,牡,4,泉谷楓真,57,,2,0.1,7,13.6,1.43.9,8,8,9,7,差し,36,1,キズナ,20190303
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,シゲルヒカルダイヤ,7,牡,7,秋山真一,58,B,11,1.9,13,107.4,1.45.7,11,11,12,12,後方,37.6,10,ロージズインメイ,20160428
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,ダノンフォーナイン,8,牡,4,藤岡佑介,57,,14,2.3,5,10.8,1.46.1,3,3,3,3,先行,38.6,14,ディープインパクト,20190310
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,ハイエストポイント,9,牡,5,藤岡康太,58,,4,0.8,2,5.7,1.44.6,11,11,12,10,差し,36.5,2,シンボリクリスエス,20180221
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,サヴァビアン,10,牡,5,丸山元気,58,,10,1.7,9,41,1.45.5,5,4,4,3,先行,37.8,12,カレンブラックヒル,20180511
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,ハイパーノヴァ,11,セ,9,国分優作,58,,6,1.1,16,184.4,1.44.9,14,15,15,15,後方,36.5,2,アイルハヴアナザー,20140325
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,キョウワウォール,12,牡,7,中井裕二,58,B,12,2,3,8.7,1.45.8,16,16,15,16,後方,37.5,9,ベルシャザール,20160401
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,センタースリール,13,牝,4,団野大成,55,,15,3.3,14,133.3,1.47.1,5,4,4,9,中団,39.4,15,ベルシャザール,20190311
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,マイネルレンカ,14,牡,9,ムルザバ,58,,13,2.1,10,47.5,1.45.9,9,8,11,12,後方,37.9,13,スマートファルコン,20140515
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,トーアエレクトロン,15,牡,5,松本大輝,58,,16,3.3,11,57.1,1.47.1,5,4,4,10,中団,39.4,15,ディスクリートキャット,20180326
23,1,21,11,小倉,小倉城特･2勝,ダ,1700,稍,晴,16,ウインアウォード,16,牡,4,松若風馬,57,,7,1.2,4,9,1.45.0,2,2,2,2,先行,37.6,10,スクリーンヒーロー,20190421
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ディオアステリア,1,牝,4,原田和真,56,,2,0,6,14,1.09.0,0,0,1,1,逃げ,34.9,10,ザファクター,20190218
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,オラヴェリタス,2,牡,4,今村聖奈,55,B,6,0.3,2,4.3,1.09.3,0,0,7,8,中団,34.7,9,ロードカナロア,20190524
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ダブルスナッチ,3,牝,5,丹内祐次,56,,7,0.4,9,22.1,1.09.4,0,0,6,6,中団,34.9,10,ルーラーシップ,20180505
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ネイキッドハート,4,牝,4,小林凌大,54,,13,0.8,11,56.2,1.09.8,0,0,2,2,先行,35.6,15,モーリス,20190305
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ミッキーチャレンジ,5,牡,4,ムルザバ,58,B,4,0.1,1,2.8,1.09.1,0,0,10,9,差し,34.3,5,ジャスタウェイ,20190227
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,グレイトミッション,6,牝,5,佐々木大,53,B,9,0.6,5,12.1,1.09.6,0,0,14,14,後方,34.1,4,ダイワメジャー,20180313
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,クインズコスモス,7,牝,4,鷲頭虎太,53,,12,0.8,10,45.5,1.09.8,0,0,16,17,後方,34,2,ロゴタイプ,20190430
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,コスモサンレミ,8,牝,5,藤田菜七,54,B,10,0.7,12,72.7,1.09.7,0,0,4,4,先行,35.3,14,マツリダゴッホ,20180526
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ハーディローズ,9,牝,4,水沼元輝,53,,16,1.5,17,355.2,1.10.5,0,0,7,9,中団,35.8,16,ディスクリートキャット,20190429
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ホウオウエンジェル,10,牝,6,亀田温心,55,,5,0.2,4,11.1,1.09.2,0,0,3,2,先行,34.9,10,Dark Angel,20170130
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ミミグッド,11,牝,4,永島まな,52,,17,1.6,15,103.2,1.10.6,0,0,14,15,後方,35.1,13,ロードバリオス,20190221
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ニホンピロポート,12,牝,4,角田大和,55,,15,1.3,14,98.4,1.10.3,0,0,4,4,先行,35.9,17,ザファクター,20190507
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ヨンウォニ,13,牝,6,原優介,54,,14,0.8,16,198.6,1.09.8,0,0,16,15,後方,34,2,ゴールドヘイロー,20170414
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,ロードラスター,14,牡,5,松若風馬,58,B,1,0,7,15.2,1.09.0,0,0,7,6,差し,34.3,5,リオンディーズ,20180315
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,アスクチャンプガイ,15,牡,4,富田暁,58,,11,0.7,13,75.7,1.09.7,0,0,12,12,中団,34.6,8,キズナ,20190522
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,バトルシャイニング,16,牡,4,泉谷楓真,57,,3,0,3,5.9,1.09.0,0,0,13,12,差し,33.8,1,リオンディーズ,20190419
23,1,21,12,小倉,１勝ｸﾗｽ,芝,1200,稍,晴,17,アランヴェリテ,17,牡,4,幸英明,58,,8,0.4,8,18.9,1.09.4,0,0,11,9,中団,34.5,7,キズナ,20190417
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,ブロードイメル,1,セ,3,富田暁,56,B,9,1.6,8,16.9,1.48.7,15,15,3,4,ﾏｸﾘ,39.8,11,ゴールドシップ,20200326
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,レイズミーアップ,2,牡,3,大久保友,53,,12,3.3,15,294.9,1.50.4,3,3,7,7,中団,40.4,12,ファインニードル,20200409
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,ビービーグラーテス,3,牡,3,鷲頭虎太,53,,2,0.1,3,7.2,1.47.2,1,1,1,1,逃げ,38.5,8,ラブリーデイ,20200321
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,リアルマーヴェル,4,牡,3,角田大和,55,,4,0.8,7,16.7,1.47.9,10,8,12,8,差し,37.3,1,リアルスティール,20200327
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,ワイキキビーチ,5,牡,3,水沼元輝,53,,15,6.1,14,195.1,1.53.2,10,11,10,14,後方,42.8,14,フリオーソ,20200203
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,サイタブラウン,6,牡,3,勝浦正樹,56,B,6,1.2,6,11.4,1.48.3,7,6,8,8,中団,38.2,5,カレンブラックヒル,20200419
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,イテマエダセン,7,牡,3,的場勇人,56,,8,1.6,9,25.7,1.48.7,14,12,5,5,中団,39.2,9,キンシャサノキセキ,20200426
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,キリンジ,8,牡,3,永島まな,52,,5,1,10,39.1,1.48.1,8,8,12,11,後方,37.5,2,キズナ,20200505
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,ケイアイメキラ,9,セ,3,中井裕二,56,,7,1.2,2,6.4,1.48.3,12,12,2,2,ﾏｸﾘ,39.5,10,パイロ,20200416
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,セクシーコマンドー,10,牡,3,丸山元気,56,,3,0.6,5,9.7,1.47.7,3,3,6,6,差し,37.9,3,ビーチパトロール,20200414
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,ニシノセイラン,11,牡,3,野中悠太,56,,13,6,13,161.6,1.53.1,8,8,15,15,後方,42.1,13,リーチザクラウン,20200413
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,ベルボールドナイン,12,牡,3,小林凌大,54,,10,1.6,12,51.9,1.48.7,3,6,10,10,中団,38.3,6,マクフィ,20200321
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,タイガーミノル,13,牡,3,亀田温心,55,,11,1.8,4,9.3,1.48.9,12,14,12,11,後方,38.3,6,バゴ,20200228
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,ヨドノストーリー,14,牡,3,原優介,54,,14,6.1,11,41.7,1.53.2,3,3,8,13,後方,43,15,ヤマカツエース,20200329
23,1,22,1,小倉,未勝利,ダ,1700,稍,晴,15,オウギノカナメ,15,牡,3,丹内祐次,56,,1,-0.1,1,2.3,1.47.1,2,2,3,2,先行,38.1,4,キタサンブラック,20200401
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,ニジノテンシ,1,牝,3,長岡禎仁,54,,16,3.3,18,496.9,1.12.0,0,0,17,17,後方,36.9,16,ビーチパトロール,20200327
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,ウインターズテイル,2,牝,3,松本大輝,53,,8,1.1,8,13.1,1.09.8,0,0,14,13,後方,35.4,3,リオンディーズ,20200123
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,スイープラン,3,牝,3,菱田裕二,54,,3,0.3,5,10.2,1.09.0,0,0,3,5,差し,35.5,4,シャンハイボビー,20200411
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,コズミックコール,4,牝,3,藤岡康太,54,,13,1.8,12,82.7,1.10.5,0,0,6,9,中団,36.7,14,アドマイヤムーン,20200319
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,ウィズアウト,5,牝,3,勝浦正樹,54,,10,1.2,13,90.2,1.09.9,0,0,11,12,中団,35.9,7,ミッキーアイル,20200503
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,スマートミラージュ,6,牝,3,松若風馬,54,,18,5,15,167.6,1.13.7,0,0,18,18,後方,37.2,17,ハービンジャー,20200224
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,スマートメイプル,7,牝,3,古川奈穂,50,,5,0.6,2,5.1,1.09.3,0,0,1,1,逃げ,36.1,9,モーリス,20200219
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,ブーバー,8,牝,3,佐々木大,51,,11,1.3,7,11.7,1.10.0,0,0,6,9,中団,36.2,10,ロゴタイプ,20200406
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,グランツベリー,9,牝,3,北村友一,54,,4,0.4,4,6.3,1.09.1,0,0,2,2,先行,35.7,6,エイシンフラッシュ,20200225
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,ヨウシタンレイ,10,牝,3,浜中俊,54,,9,1.1,6,11.2,1.09.8,0,0,3,2,先行,36.2,10,サトノアラジン,20200122
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,レモンオーラ,11,牝,3,西村淳也,54,,14,1.9,10,36.3,1.10.6,0,0,6,9,中団,36.8,15,ハーツクライ,20200405
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,カシノロマネ,12,牝,3,亀田温心,53,,17,4.8,16,268.9,1.13.5,0,0,16,16,後方,38.6,18,ケイムホーム,20200501
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,ミレディ,13,牝,3,丹内祐次,54,,2,0.2,9,21.4,1.08.9,0,0,12,13,追込,34.8,2,リーチザクラウン,20200330
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,ワタシハマジョ,14,牝,3,原優介,52,,12,1.6,14,114.5,1.10.3,0,0,6,7,中団,36.5,13,ドレフォン,20200414
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,パワポケプレミア,15,牝,3,小崎綾也,54,,15,2.3,17,429,1.11.0,0,0,15,15,後方,36.4,12,リアルスティール,20200513
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,グローブフェイム,16,牝,3,藤田菜七,52,,7,0.8,11,47,1.09.5,0,0,3,5,中団,35.9,7,ジャスタウェイ,20200322
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,バロックダンス,17,牝,3,今村聖奈,51,,6,0.7,1,3.9,1.09.4,0,0,6,2,先行,35.6,5,モーリス,20200227
23,1,22,2,小倉,未勝利・牝,芝,1200,良,晴,18,トーホウフランゴ,18,牝,3,永島まな,50,,1,-0.2,3,6.3,1.08.7,0,0,12,7,差し,34.6,1,トーホウジャッカル,20200323
23,1,22,3,小倉,１勝ｸﾗｽ,ダ,1000,稍,曇,14,タマモテラコッタ,1,牡,4,亀田温心,57,B,10,0.8,10,39.3,0.59.1,0,0,7,7,中団,36.1,10,ザファクター,20190321
23,1,22,3,小倉,１勝ｸﾗｽ,ダ,1000,稍,曇,14,ルヴェルジェ,2,牝,4,永島まな,52,,4,0.4,1,2.9,0.58.7,0,0,4,4,先行,36,9,Maclean's Music,20190228
23,1,22,3,小倉,１勝ｸﾗｽ,ダ,1000,稍,曇,14,アカザ,3,牝,4,丹内祐次,56,,3,0.3,2,3.8,0.58.6,0,0,8,7,差し,35.5,2,ミッキーアイル,20190307
